0,0.99852
1.98e-11,1.036
3.96e-11,0.88948
5.94e-11,1.1809
7.92e-11,0.92276
9.9e-11,1.1604
1.188e-10,1.1057
1.386e-10,1.2242
1.584e-10,0.86728
1.782e-10,1.0137
1.98e-10,1.0624
2.178e-10,0.92391
2.376e-10,1.0852
2.574e-10,1.0597
2.772e-10,1.1704
2.97e-10,0.93853
3.168e-10,1.1444
3.366e-10,0.86977
3.564e-10,1.0395
3.762e-10,0.80234
3.96e-10,0.81414
4.158e-10,1.0984
4.356e-10,0.96102
4.554e-10,0.98207
4.752e-10,1.1873
4.95e-10,1.0302
5.148e-10,1.0612
5.346e-10,0.9732
5.544e-10,0.95515
5.742e-10,1.0206
5.94e-10,1.1644
6.138e-10,0.7964
6.336e-10,0.96824
6.534e-10,0.89537
6.732e-10,1.0398
6.93e-10,1.0497
7.128e-10,1.0717
7.326e-10,0.98241
7.524e-10,0.82996
7.722e-10,0.96091
7.92e-10,0.96267
8.118e-10,0.99657
8.316e-10,0.98765
8.514e-10,0.97442
8.712e-10,0.9877
8.91e-10,1.0351
9.108e-10,1.1384
9.306e-10,0.87344
9.504e-10,0.94273
9.702e-10,0.94608
9.9e-10,0.97355
1.0098e-09,1.2278
1.0296e-09,1.1289
1.0494e-09,1.0146
1.0692e-09,0.97705
1.089e-09,1.0755
1.1088e-09,0.83878
1.1286e-09,1.0006
1.1484e-09,1.1295
1.1682e-09,1.0124
1.188e-09,0.96617
1.2078e-09,0.9267
1.2276e-09,0.9646
1.2474e-09,1.0132
1.2672e-09,0.80879
1.287e-09,0.9726
1.3068e-09,1.0649
1.3266e-09,0.81054
1.3464e-09,1.0595
1.3662e-09,1.0237
1.386e-09,0.94738
1.4058e-09,0.87246
1.4256e-09,1.0167
1.4454e-09,1.0441
1.4652e-09,1.0329
1.485e-09,0.95712
1.5048e-09,0.86702
1.5246e-09,0.95298
1.5444e-09,1.1835
1.5642e-09,1.1065
1.584e-09,1.0424
1.6038e-09,1.0333
1.6236e-09,1.024
1.6434e-09,0.90332
1.6632e-09,1.009
1.683e-09,1.0378
1.7028e-09,1.05
1.7226e-09,1.0881
1.7424e-09,1.1006
